zip,type,primary_city,state,county,timezone,area_codes,latitude,longitude,irs_estimated_population
35771,STANDARD,Section,AL,Jackson County,America/Chicago,256,34.58,-85.98,2880
35772,STANDARD,Stevenson,AL,Jackson County,America/Chicago,256,34.87,-85.83,3660
35773,STANDARD,Toney,AL,Madison County,America/Chicago,,34.9,-86.72,11790
35774,STANDARD,Trenton,AL,Jackson County,America/Chicago,256,34.77,-86.23,105
35775,STANDARD,Valhermoso Springs,AL,Morgan County,America/Chicago,256,34.55,-86.69,790
35776,STANDARD,Woodville,AL,Jackson County,America/Chicago,,34.62,-86.28,2940
35801,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.73,-86.56,18540
35802,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.67,-86.56,20390
35803,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.56,-86.52,26670
35805,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.7,-86.62,15010
35806,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.76,-86.69,21230
35808,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.63,-86.66,940
35810,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.8,-86.6,24700
35811,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.8,-86.51,25090
35813,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.7,-86.62,156
35816,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.74,-86.63,9450
35824,STANDARD,Huntsville,AL,Madison County,America/Chicago,256,34.64,-86.75,8210
35901,STANDARD,Gadsden,AL,Etowah County,America/Chicago,256,34.01,-86.01,14430
35903,STANDARD,Gadsden,AL,Etowah County,America/Chicago,256,34.02,-85.86,13930
35904,STANDARD,Gadsden,AL,Etowah County,America/Chicago,256,34.08,-85.99,10370
35905,STANDARD,Gadsden,AL,Etowah County,America/Chicago,256,33.96,-85.92,5530
35906,STANDARD,Rainbow City,AL,Etowah County,America/Chicago,256,33.92,-86.08,8770
35907,STANDARD,Gadsden,AL,Etowah County,America/Chicago,256,33.89,-86.02,8250
35950,STANDARD,Albertville,AL,Marshall County,America/Chicago,256,34.26,-86.2,18830
35951,STANDARD,Albertville,AL,Marshall County,America/Chicago,256,34.34,-86.16,10990
35952,STANDARD,Altoona,AL,Etowah County,America/Chicago,205,34.03,-86.31,5930
35953,STANDARD,Ashville,AL,St. Clair County,America/Chicago,205,33.83,-86.26,6220
35954,STANDARD,Attalla,AL,Etowah County,America/Chicago,256,34.01,-86.1,9370
35956,STANDARD,Boaz,AL,Etowah County,America/Chicago,256,34.15,-86.15,7330
35957,STANDARD,Boaz,AL,Marshall County,America/Chicago,256,34.2,-86.15,13150
35958,STANDARD,Bryant,AL,Jackson County,America/Chicago,256,34.95,-85.64,2520
35959,STANDARD,Cedar Bluff,AL,Cherokee County,America/Chicago,256,34.22,-85.59,3780
35960,STANDARD,Centre,AL,Cherokee County,America/Chicago,256,34.15,-85.67,7830
35961,STANDARD,Collinsville,AL,DeKalb County,America/Chicago,256,34.26,-85.86,4790
35962,STANDARD,Crossville,AL,DeKalb County,America/Chicago,256,34.28,-85.99,5900
35963,STANDARD,Dawson,AL,DeKalb County,America/Chicago,256,34.35,-85.92,1310
35966,STANDARD,Flat Rock,AL,Jackson County,America/Chicago,256,34.8,-85.73,2800
35967,STANDARD,Fort Payne,AL,DeKalb County,America/Chicago,256,34.45,-85.69,13350
35968,STANDARD,Fort Payne,AL,DeKalb County,America/Chicago,256,34.55,-85.74,4530
35971,STANDARD,Fyffe,AL,DeKalb County,America/Chicago,256,34.45,-85.9,3750
35972,STANDARD,Gallant,AL,Etowah County,America/Chicago,205,33.99,-86.22,1080
35973,STANDARD,Gaylesville,AL,Cherokee County,America/Chicago,256,34.26,-85.55,2170
35974,STANDARD,Geraldine,AL,DeKalb County,America/Chicago,256,34.36,-86,1520
35975,STANDARD,Groveoak,AL,DeKalb County,America/Chicago,256,34.43,-86.04,790
35976,STANDARD,Guntersville,AL,Marshall County,America/Chicago,256,34.35,-86.27,13900
35978,STANDARD,Henagar,AL,DeKalb County,America/Chicago,256,34.63,-85.73,4220
35979,STANDARD,Higdon,AL,DeKalb County,America/Chicago,256,34.83,-85.61,1160
35980,STANDARD,Horton,AL,Marshall County,America/Chicago,205,34.18,-86.32,3990
35981,STANDARD,Ider,AL,DeKalb County,America/Chicago,256,34.7,-85.66,1620
35983,STANDARD,Leesburg,AL,Cherokee County,America/Chicago,256,34.17,-85.76,2930
35984,STANDARD,Mentone,AL,DeKalb County,America/Chicago,256,34.56,-85.58,1530
35986,STANDARD,Rainsville,AL,DeKalb County,America/Chicago,256,34.49,-85.84,6930
35987,STANDARD,Steele,AL,St. Clair County,America/Chicago,205,33.93,-86.19,2070
35988,STANDARD,Sylvania,AL,DeKalb County,America/Chicago,256,34.55,-85.8,1530
35989,STANDARD,Valley Head,AL,DeKalb County,America/Chicago,256,34.55,-85.62,2770
36003,STANDARD,Autaugaville,AL,Autauga County,America/Chicago,334,32.43,-86.65,1490
36005,STANDARD,Banks,AL,Pike County,America/Chicago,334,31.81,-85.83,1350
36006,STANDARD,Billingsley,AL,Autauga County,America/Chicago,,32.66,-86.7,1180
36008,STANDARD,Booth,AL,Autauga County,America/Chicago,334,32.47,-86.53,49
36009,STANDARD,Brantley,AL,Crenshaw County,America/Chicago,334,31.58,-86.25,2100
36010,STANDARD,Brundidge,AL,Pike County,America/Chicago,334,31.71,-85.81,3870
36013,STANDARD,Cecil,AL,Montgomery County,America/Chicago,334,32.3,-85.99,430
36016,STANDARD,Clayton,AL,Barbour County,America/Chicago,334,31.88,-85.45,2290
36017,STANDARD,Clio,AL,Barbour County,America/Chicago,334,31.7,-85.61,1020
36020,STANDARD,Coosada,AL,Elmore County,America/Chicago,334,32.49,-86.33,1040
36022,STANDARD,Deatsville,AL,Elmore County,America/Chicago,334,32.62,-86.4,13020
36024,STANDARD,Eclectic,AL,Elmore County,America/Chicago,334,32.63,-86.03,5320
36025,STANDARD,Elmore,AL,Elmore County,America/Chicago,334,32.53,-86.31,3440
36026,STANDARD,Equality,AL,Coosa County,America/Chicago,334,32.8,-86.11,820
36027,STANDARD,Eufaula,AL,Barbour County,America/Chicago,334,31.9,-85.15,11980
36028,STANDARD,Dozier,AL,Covington County,America/Chicago,334,31.5,-86.37,1420
36029,STANDARD,Fitzpatrick,AL,Bullock County,America/Chicago,334,32.17,-85.9,730
36030,STANDARD,Forest Home,AL,Butler County,America/Chicago,334,31.86,-86.84,380
36032,STANDARD,Fort Deposit,AL,Lowndes County,America/Chicago,334,31.98,-86.57,2190
36033,STANDARD,Georgiana,AL,Butler County,America/Chicago,334,31.63,-86.74,2920
36034,STANDARD,Glenwood,AL,Pike County,America/Chicago,,31.66,-86.17,640
36035,STANDARD,Goshen,AL,Pike County,America/Chicago,334,31.71,-86.12,1620
36036,STANDARD,Grady,AL,Montgomery County,America/Chicago,334,32.01,-86.11,1440
36037,STANDARD,Greenville,AL,Butler County,America/Chicago,334,31.82,-86.62,10850
36039,STANDARD,Hardaway,AL,Macon County,America/Chicago,334,32.3,-85.87,200
36040,STANDARD,Hayneville,AL,Lowndes County,America/Chicago,334,32.18,-86.57,2920
36041,STANDARD,Highland Home,AL,Crenshaw County,America/Chicago,334,31.95,-86.31,1250
36042,STANDARD,Honoraville,AL,Crenshaw County,America/Chicago,334,31.85,-86.4,1190
36043,STANDARD,Hope Hull,AL,Montgomery County,America/Chicago,,32.21,-86.4,3060
36046,STANDARD,Lapine,AL,Crenshaw County,America/Chicago,,32.02,-86.34,1100
36047,STANDARD,Letohatchee,AL,Lowndes County,America/Chicago,334,32.08,-86.51,1150
36048,STANDARD,Louisville,AL,Barbour County,America/Chicago,334,31.78,-85.55,1000
36049,STANDARD,Luverne,AL,Crenshaw County,America/Chicago,334,31.7,-86.26,4410
36051,STANDARD,Marbury,AL,Autauga County,America/Chicago,,32.64,-86.54,1960
36052,STANDARD,Mathews,AL,Montgomery County,America/Chicago,334,32.13,-86.03,790
36053,STANDARD,Midway,AL,Bullock County,America/Chicago,334,32.07,-85.52,1380
36054,STANDARD,Millbrook,AL,Elmore County,America/Chicago,334,32.49,-86.36,13210
36064,STANDARD,Pike Road,AL,Montgomery County,America/Chicago,334,32.3,-86.08,12470
36066,STANDARD,Prattville,AL,Autauga County,America/Chicago,334,32.46,-86.44,18750
36067,STANDARD,Prattville,AL,Autauga County,America/Chicago,334,32.51,-86.56,23120
36069,STANDARD,Ramer,AL,Montgomery County,America/Chicago,334,32.07,-86.24,1420
36071,STANDARD,Rutledge,AL,Crenshaw County,America/Chicago,334,31.71,-86.4,590
36075,STANDARD,Shorter,AL,Macon County,America/Chicago,334,32.4,-85.93,1570
36078,STANDARD,Tallassee,AL,Elmore County,America/Chicago,334,32.53,-85.89,11330
36079,STANDARD,Troy,AL,Pike County,America/Chicago,334,31.76,-86,7530
36080,STANDARD,Titus,AL,Elmore County,America/Chicago,334,32.71,-86.25,2120
36081,STANDARD,Troy,AL,Pike County,America/Chicago,334,31.9,-85.9,10220
36083,STANDARD,Tuskegee,AL,Macon County,America/Chicago,334,32.39,-85.68,5880
36088,STANDARD,Tuskegee Institute,AL,Macon County,America/Chicago,334,32.42,-85.71,1650
36089,STANDARD,Union Springs,AL,Bullock County,America/Chicago,334,32.13,-85.71,5810
36091,STANDARD,Verbena,AL,Chilton County,America/Chicago,334,32.75,-86.52,3130
36092,STANDARD,Wetumpka,AL,Elmore County,America/Chicago,334,32.54,-86.2,17420
36093,STANDARD,Wetumpka,AL,Elmore County,America/Chicago,334,32.49,-86.13,11180
36104,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.4,-86.33,4780
36105,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.21,-86.29,8190
36106,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.35,-86.28,11800
36107,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.38,-86.28,5740
36108,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.34,-86.4,13620
36109,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.39,-86.24,20130
36110,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.45,-86.26,8920
36111,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.34,-86.27,11060
36112,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.38,-86.35,337
36113,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.38,-86.36,760
36114,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.35,-86.28,69
36115,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.41,-86.25,670
36116,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.27,-86.21,35540
36117,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.38,-86.15,42790
36119,STANDARD,Montgomery,AL,Montgomery County,America/Chicago,334,32.35,-86.28,0
36201,STANDARD,Anniston,AL,Calhoun County,America/Chicago,256,33.65,-85.88,12180
36203,STANDARD,Oxford,AL,Calhoun County,America/Chicago,256,33.58,-85.83,17000
36205,STANDARD,Anniston,AL,Calhoun County,America/Chicago,256,33.72,-85.79,570
36206,STANDARD,Anniston,AL,Calhoun County,America/Chicago,256,33.73,-85.81,8890
36207,STANDARD,Anniston,AL,Calhoun County,America/Chicago,256,33.66,-85.81,16070
36250,STANDARD,Alexandria,AL,Calhoun County,America/Chicago,256,33.78,-85.9,4280
36251,STANDARD,Ashland,AL,Clay County,America/Chicago,256,33.27,-85.83,4060
36255,STANDARD,Cragford,AL,Clay County,America/Chicago,256,33.21,-85.69,710
36256,STANDARD,Daviston,AL,Tallapoosa County,America/Chicago,,33.05,-85.63,1210
36258,STANDARD,Delta,AL,Clay County,America/Chicago,256,33.45,-85.68,1420
36260,STANDARD,Eastaboga,AL,Calhoun County,America/Chicago,,33.6,-85.97,3380
36262,STANDARD,Fruithurst,AL,Cleburne County,America/Chicago,256,33.73,-85.43,1170
36263,STANDARD,Graham,AL,Randolph County,America/Chicago,256,33.46,-85.33,430
36264,STANDARD,Heflin,AL,Cleburne County,America/Chicago,256,33.64,-85.58,7100
36265,STANDARD,Jacksonville,AL,Calhoun County,America/Chicago,256,33.81,-85.76,14530
36266,STANDARD,Lineville,AL,Clay County,America/Chicago,256,33.31,-85.75,4480
36268,STANDARD,Munford,AL,Talladega County,America/Chicago,256,33.53,-85.92,4770
36269,STANDARD,Muscadine,AL,Cleburne County,America/Chicago,256,33.74,-85.37,1080
36271,STANDARD,Ohatchee,AL,Calhoun County,America/Chicago,256,33.78,-86.01,5130
36272,STANDARD,Piedmont,AL,Calhoun County,America/Chicago,256,33.92,-85.61,9790
36273,STANDARD,Ranburne,AL,Cleburne County,America/Chicago,256,33.52,-85.34,2340
36274,STANDARD,Roanoke,AL,Randolph County,America/Chicago,334,33.14,-85.36,8790
36276,STANDARD,Wadley,AL,Randolph County,America/Chicago,256,33.12,-85.56,1690
36277,STANDARD,Weaver,AL,Calhoun County,America/Chicago,256,33.75,-85.8,4650
36278,STANDARD,Wedowee,AL,Randolph County,America/Chicago,256,33.3,-85.48,3970
36279,STANDARD,Wellington,AL,Calhoun County,America/Chicago,256,33.87,-85.89,2160
36280,STANDARD,Woodland,AL,Randolph County,America/Chicago,256,33.37,-85.39,3220
36301,STANDARD,Dothan,AL,Houston County,America/Chicago,334,31.14,-85.4,30770
36303,STANDARD,Dothan,AL,Houston County,America/Chicago,334,31.23,-85.4,24840
36305,STANDARD,Dothan,AL,Houston County,America/Chicago,334,31.2,-85.5,13920
36310,STANDARD,Abbeville,AL,Henry County,America/Chicago,334,31.56,-85.25,4690
36311,STANDARD,Ariton,AL,Dale County,America/Chicago,334,31.59,-85.71,2190
36312,STANDARD,Ashford,AL,Houston County,America/Chicago,334,31.18,-85.23,5010
36314,STANDARD,Black,AL,Geneva County,America/Chicago,334,31,-85.74,500
36316,STANDARD,Chancellor,AL,Geneva County,America/Chicago,334,31.18,-85.87,1540
36317,STANDARD,Clopton,AL,Henry County,America/Chicago,334,31.64,-85.4,330
36318,STANDARD,Coffee Springs,AL,Geneva County,America/Chicago,334,31.16,-85.9,1040
36319,STANDARD,Columbia,AL,Houston County,America/Chicago,334,31.29,-85.11,1770
36320,STANDARD,Cottonwood,AL,Houston County,America/Chicago,334,31.05,-85.3,2720
36321,STANDARD,Cowarts,AL,Houston County,America/Chicago,334,31.19,-85.3,1620
36322,STANDARD,Daleville,AL,Dale County,America/Chicago,334,31.3,-85.71,6710
36323,STANDARD,Elba,AL,Coffee County,America/Chicago,334,31.41,-86.07,5920
36330,STANDARD,Enterprise,AL,Coffee County,America/Chicago,334,31.32,-85.84,32200
36340,STANDARD,Geneva,AL,Geneva County,America/Chicago,334,31.03,-85.87,4100
36343,STANDARD,Gordon,AL,Houston County,America/Chicago,334,31.14,-85.09,1100
36344,STANDARD,Hartford,AL,Geneva County,America/Chicago,334,31.1,-85.69,4450
36345,STANDARD,Headland,AL,Henry County,America/Chicago,334,31.35,-85.34,7650
36346,STANDARD,Jack,AL,Coffee County,America/Chicago,334,31.57,-85.99,1240
36350,STANDARD,Midland City,AL,Dale County,America/Chicago,334,31.31,-85.49,6430
36351,STANDARD,New Brockton,AL,Coffee County,America/Chicago,334,31.38,-85.92,3250
36352,STANDARD,Newton,AL,Houston County,America/Chicago,334,31.33,-85.6,4690
36353,STANDARD,Newville,AL,Henry County,America/Chicago,334,31.42,-85.33,1670
36360,STANDARD,Ozark,AL,Dale County,America/Chicago,334,31.43,-85.64,15590
36362,STANDARD,Fort Rucker,AL,Dale County,America/Chicago,334,31.34,-85.71,3440
36370,STANDARD,Pansey,AL,Houston County,America/Chicago,334,31.15,-85.17,740
36373,STANDARD,Shorterville,AL,Henry County,America/Chicago,334,31.56,-85.1,430
36374,STANDARD,Skipperville,AL,Dale County,America/Chicago,334,31.55,-85.54,970
36375,STANDARD,Slocomb,AL,Geneva County,America/Chicago,334,31.11,-85.59,5920
36376,STANDARD,Webb,AL,Houston County,America/Chicago,334,31.25,-85.28,1760
36401,STANDARD,Evergreen,AL,Conecuh County,America/Chicago,251,31.43,-86.95,5590
36420,STANDARD,Andalusia,AL,Covington County,America/Chicago,334,31.3,-86.48,9090
36421,STANDARD,Andalusia,AL,Covington County,America/Chicago,334,31.37,-86.47,7340
36425,STANDARD,Beatrice,AL,Monroe County,America/Chicago,251,31.73,-87.2,550
36426,STANDARD,Brewton,AL,Escambia County,America/Chicago,251,31.11,-87.07,11570
36432,STANDARD,Castleberry,AL,Conecuh County,America/Chicago,251,31.29,-87.02,1890
36435,STANDARD,Coy,AL,Wilcox County,America/Chicago,,31.89,-87.46,360
36436,STANDARD,Dickinson,AL,Clarke County,America/Chicago,251,31.79,-87.65,400
36441,STANDARD,Flomaton,AL,Escambia County,America/Chicago,251,31.01,-87.25,3100
36442,STANDARD,Florala,AL,Covington County,America/Chicago,334,31.02,-86.3,2270
36444,STANDARD,Franklin,AL,Monroe County,America/Chicago,251,31.71,-87.41,470
36445,STANDARD,Frisco City,AL,Monroe County,America/Chicago,251,31.43,-87.4,3340
36451,STANDARD,Grove Hill,AL,Clarke County,America/Chicago,251,31.7,-87.77,3790
36453,STANDARD,Kinston,AL,Covington County,America/Chicago,334,31.21,-86.16,1810
36454,STANDARD,Lenox,AL,Conecuh County,America/Chicago,251,31.33,-87.2,87
36456,STANDARD,Mc Kenzie,AL,Butler County,America/Chicago,334,31.54,-86.71,1430
36460,STANDARD,Monroeville,AL,Monroe County,America/Chicago,251,31.51,-87.32,7190
36467,STANDARD,Opp,AL,Covington County,America/Chicago,334,31.29,-86.25,7630
36471,STANDARD,Peterman,AL,Monroe County,America/Chicago,251,31.58,-87.25,770
36473,STANDARD,Range,AL,Conecuh County,America/Chicago,251,31.31,-87.23,152
36474,STANDARD,Red Level,AL,Covington County,America/Chicago,334,31.4,-86.6,2310
36475,STANDARD,Repton,AL,Conecuh County,America/Chicago,251,31.4,-87.23,1450
36477,STANDARD,Samson,AL,Geneva County,America/Chicago,334,31.11,-86.04,3680
36480,STANDARD,Uriah,AL,Monroe County,America/Chicago,251,31.3,-87.5,1380
36481,STANDARD,Vredenburgh,AL,Monroe County,America/Chicago,334,31.82,-87.31,210
36482,STANDARD,Whatley,AL,Clarke County,America/Chicago,251,31.65,-87.62,710
36483,STANDARD,Wing,AL,Covington County,America/Chicago,334,31.02,-86.61,330
36501,STANDARD,Jackson,AL,Clarke County,America/Chicago,,31.46,-87.73,0
36502,STANDARD,Atmore,AL,Escambia County,America/Chicago,251,31.02,-87.49,12280
36505,STANDARD,Axis,AL,Mobile County,America/Chicago,251,30.92,-88.02,1320
36507,STANDARD,Bay Minette,AL,Baldwin County,America/Chicago,251,30.88,-87.77,16000
36509,STANDARD,Bayou La Batre,AL,Mobile County,America/Chicago,251,30.4,-88.25,1620
36511,STANDARD,Bon Secour,AL,Baldwin County,America/Chicago,251,30.32,-87.75,650
36515,STANDARD,Carlton,AL,Clarke County,America/Chicago,251,31.34,-87.84,0
36518,STANDARD,Chatom,AL,Washington County,America/Chicago,251,31.46,-88.25,2050
36521,STANDARD,Chunchula,AL,Mobile County,America/Chicago,251,30.92,-88.2,4240
36522,STANDARD,Citronelle,AL,Mobile County,America/Chicago,251,31.09,-88.24,6020
36523,STANDARD,Coden,AL,Mobile County,America/Chicago,251,30.37,-88.18,2080
36524,STANDARD,Coffeeville,AL,Clarke County,America/Chicago,251,31.76,-88.08,840
36525,STANDARD,Creola,AL,Mobile County,America/Chicago,251,30.89,-88,1580
36526,STANDARD,Daphne,AL,Baldwin County,America/Chicago,251,30.62,-87.89,32060
36527,STANDARD,Daphne,AL,Baldwin County,America/Chicago,251,30.67,-87.88,15990
36528,STANDARD,Dauphin Island,AL,Mobile County,America/Chicago,251,30.25,-88.11,1460
36529,STANDARD,Deer Park,AL,Washington County,America/Chicago,251,31.21,-88.31,430
36530,STANDARD,Elberta,AL,Baldwin County,America/Chicago,251,30.41,-87.6,6650
36532,STANDARD,Fairhope,AL,Baldwin County,America/Chicago,251,30.51,-87.88,30350
36535,STANDARD,Foley,AL,Baldwin County,America/Chicago,251,30.4,-87.68,27870
36538,STANDARD,Frankville,AL,Washington County,America/Chicago,251,31.64,-88.14,270
36539,STANDARD,Fruitdale,AL,Washington County,America/Chicago,251,31.34,-88.41,560
36540,STANDARD,Gainestown,AL,Clarke County,America/Chicago,,31.44,-87.69,800
36541,STANDARD,Grand Bay,AL,Mobile County,America/Chicago,251,30.47,-88.34,12730
36542,STANDARD,Gulf Shores,AL,Baldwin County,America/Chicago,251,30.27,-87.7,12970
36544,STANDARD,Irvington,AL,Mobile County,America/Chicago,251,30.5,-88.23,9510
36545,STANDARD,Jackson,AL,Clarke County,America/Chicago,251,31.53,-87.89,7170
36548,STANDARD,Leroy,AL,Washington County,America/Chicago,251,31.5,-87.98,920
36549,STANDARD,Lillian,AL,Baldwin County,America/Chicago,251,30.41,-87.43,4430
36550,STANDARD,Little River,AL,Baldwin County,America/Chicago,251,31.25,-87.7,217
36551,STANDARD,Loxley,AL,Baldwin County,America/Chicago,251,30.62,-87.75,8530
36553,STANDARD,Mc Intosh,AL,Washington County,America/Chicago,251,31.26,-88.02,2720
36555,STANDARD,Magnolia Springs,AL,Baldwin County,America/Chicago,251,30.4,-87.78,1100
36558,STANDARD,Millry,AL,Washington County,America/Chicago,251,31.62,-88.31,2880
36560,STANDARD,Mount Vernon,AL,Mobile County,America/Chicago,251,31.09,-88.01,2580
36561,STANDARD,Orange Beach,AL,Baldwin County,America/Chicago,251,30.28,-87.59,7680
36562,STANDARD,Perdido,AL,Baldwin County,America/Chicago,251,31,-87.62,1580
36567,STANDARD,Robertsdale,AL,Baldwin County,America/Chicago,251,30.55,-87.7,12050
36569,STANDARD,Saint Stephens,AL,Washington County,America/Chicago,251,31.53,-88.05,680
36571,STANDARD,Saraland,AL,Mobile County,America/Chicago,251,30.82,-88.09,14680
